"Station Name","TORONTO"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158350"
"WMO Identifier","71266"
"TC Identifier",""

"Legend"
"A","Accumulated"
"B","More than one occurrence and estimated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"","Data for this day has undergone only preliminary quality checking"
"","Partner data that is not subject to review by the National Climate Archives"

"Month","Day","Average Max. Temp. (°C)","Average Min. Temp. (°C)","Frequency of Precip. (%)","Highest Temp. (°C)","Highest Temp.Year","Highest Temp. Period","Highest Temp. Data Quality","Lowest Temp. (°C)","Lowest Temp. Year","Lowest Temp. Period","Lowest Temp. Data Quality","Greatest Precip. (mm)","Greatest Precip. Year","Greatest Precip. Period","Greatest Precip. Data Quality","Greatest Rainfall (mm)","Greatest Rainfall Year","Greatest Rainfall Period","Greatest Rainfall Data Quality","Greatest Snowfall (cm)","Greatest Snowfall Year","Greatest Snowfall Period","Greatest Snowfall Data Quality","Most Snow on the Ground (cm)","Most Snow on the Ground Year","Most Snow on the Ground Period","Most Snow on the Ground Data Quality"
"12","19","1.2","-4.3","43.0","12.8","1957","1840-2002",,"-25.0","1875","1840-2002",,"32.3","1860","1847-2014",,"32.3","1860","1840-2014",,"20.3","1973","1847-2014",,"22","2007","1955-2014",""
"12","20","1.1","-4.4","43.0","13.3","1957","1840-2002",,"-27.2","1942","1840-2002",,"21.3","1949","1847-2014",,"21.3","1949","1840-2014",,"14.5","1951","1847-2014",,"21","2008","1955-2014",""
"12","21","1.0","-4.6","43.0","13.3","1967","1840-2002",,"-29.4","1871","1840-2002",,"28.2","1905","1847-2014",,"28.2","1905","1840-2014",,"25.4","1864","1847-2014",,"29","2008","1955-2014",""
"12","22","0.8","-4.8","43.0","13.3","1949","1840-2002",,"-25.6","1872","1840-2002",,"21.5","1990","1847-2014",,"20.0","1990","1840-2014",,"18.0","2004","1847-2014",,"28","2008","1955-2014",""
"12","23","0.7","-4.9","43.0","13.3","1957","1840-2002",,"-23.3","1864","1840-2002",,"29.0","1907","1847-2014",,"22.2","1996","1840-2014",,"13.0","1913","1847-2014",,"26","2008","1955-2014",""
"12","24","0.6","-5.1","43.0","11.7","1932","1840-2002",,"-22.8","1840","1840-2002",,"35.0","1986","1847-2014",,"35.0","1986","1840-2014",,"17.8","1884","1847-2014",,"36","2008","1955-2014",""
"12","25","0.5","-5.2","43.0","16.7","1982","1840-2002",,"-26.1","1851","1840-2002",,"38.1","1872","1847-2014",,"31.5","1979","1840-2014",,"38.1","1872","1847-2014",,"24","2000","1955-2014",
"12","26","0.3","-5.4","43.0","8.9","1895","1840-2002",,"-22.2","1892","1840-2002",,"24.4","1875","1847-2014",,"21.8","1875","1840-2014",,"22.9","1933","1847-2014",,"23","2000","1955-2014",
"12","27","0.2","-5.5","43.0","11.7","1936","1840-2002",,"-25.6","1872","1840-2002",,"37.1","1942","1847-2014",,"37.1","1942","1840-2014",,"16.3","1938","1847-2014",,"23","1975","1955-2014",
"12","28","0.1","-5.7","43.0","16.2","1982","1840-2002",,"-23.3","1903","1840-2002",,"28.7","1968","1847-2014",,"13.2","1863","1840-2014",,"28.7","1968","1847-2014",,"33","1968","1955-2014",
"12","29","0.0","-5.8","43.0","15.5","1984","1840-2002",,"-30.0","1933","1840-2002",,"38.1","1855","1847-2014",,"34.0","1940","1840-2014",,"38.1","1855","1847-2014",,"23","1968","1955-2014",
"12","30","-0.1","-6.0","43.0","11.1","1936","1840-2002",,"-23.9","1917","1840-2002",,"31.8","1907","1847-2014",,"26.2","1936","1840-2014",,"16.5","1853","1847-2014",,"26","2000","1955-2014",
"12","31","-0.2","-6.1","43.0","16.1","1875","1840-2002",,"-22.2","1962","1840-2002",,"25.1","1906","1847-2014",,"25.1","1906","1840-2014",,"20.3","1852","1847-2014",,"32","2000","1955-2014",
